user_id,/,/about,/features,/features/desktop,/features/mobile,/features/web,/pricing,/signup,/tutorial/end,/tutorial/intro,/tutorial/step-four,/tutorial/step-one,/tutorial/step-three,/tutorial/step-two,drop,length,path,user_agent,user_id
1229,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1230,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1231,19.0,0.0,0.0,0.0,0.0,12.0,0.0,20.0,0.0,17.0,0.0,17.0,4.0,2.0,,,,,
1232,6.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,5.0,6.0,4.0,1.0,,,,,
1233,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1234,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1235,4.0,0.0,20.0,1.0,3.0,0.0,0.0,7.0,0.0,18.0,6.0,10.0,9.0,3.0,,,,,
1236,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1237,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1238,3.0,0.0,19.0,3.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1239,5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1240,14.0,0.0,16.0,9.0,17.0,17.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1241,17.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,10.0,0.0,3.0,0.0,18.0,,,,,
1242,6.0,0.0,14.0,0.0,0.0,14.0,13.0,17.0,17.0,20.0,13.0,15.0,19.0,6.0,,,,,
1243,19.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,6.0,0.0,1.0,0.0,20.0,,,,,
1244,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,12.0,12.0,17.0,7.0,12.0,,,,,
1245,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,16.0,13.0,2.0,16.0,3.0,,,,,
1246,1.0,0.0,12.0,0.0,0.0,0.0,7.0,20.0,8.0,19.0,15.0,3.0,13.0,7.0,,,,,
1247,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1249,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1250,15.0,3.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1251,16.0,0.0,0.0,0.0,14.0,0.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,0.0,,,,,
1252,1.0,0.0,0.0,15.0,0.0,1.0,14.0,16.0,18.0,15.0,19.0,11.0,16.0,8.0,,,,,
1253,6.0,0.0,0.0,20.0,20.0,0.0,0.0,9.0,11.0,6.0,4.0,11.0,17.0,19.0,,,,,
1254,1.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,13.0,0.0,12.0,0.0,17.0,,,,,
1255,7.0,0.0,0.0,0.0,0.0,15.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,
1256,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1257,1.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,
1258,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1259,3.0,0.0,0.0,3.0,9.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,
1260,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,14.0,14.0,3.0,2.0,10.0,,,,,
1261,16.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1262,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,12.0,20.0,9.0,15.0,2.0,,,,,
1263,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1264,14.0,0.0,0.0,9.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1265,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1266,12.0,0.0,0.0,15.0,0.0,15.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1267,20.0,0.0,14.0,0.0,2.0,20.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1268,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,11.0,13.0,1.0,,,,,
1269,7.0,0.0,0.0,14.0,10.0,0.0,0.0,13.0,0.0,13.0,0.0,5.0,8.0,7.0,,,,,
1270,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1271,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1272,16.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,20.0,10.0,6.0,14.0,13.0,,,,,
1273,8.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,2.0,20.0,5.0,10.0,18.0,18.0,,,,,
1274,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1275,8.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0,13.0,13.0,9.0,13.0,14.0,2.0,,,,,
1276,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1277,20.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1278,5.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,15.0,0.0,2.0,0.0,13.0,,,,,
1279,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1280,10.0,0.0,0.0,13.0,17.0,16.0,0.0,15.0,0.0,3.0,0.0,13.0,16.0,20.0,,,,,
1281,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1282,10.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,12.0,6.0,7.0,9.0,18.0,16.0,,,,,
1283,15.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,1.0,12.0,3.0,11.0,15.0,,,,,
1284,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1285,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1286,6.0,0.0,0.0,0.0,18.0,0.0,7.0,1.0,14.0,14.0,18.0,20.0,20.0,16.0,,,,,
1287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1288,18.0,0.0,0.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1289,19.0,0.0,1.0,16.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1290,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1291,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1292,2.0,0.0,0.0,0.0,0.0,18.0,0.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,,,,,
1293,15.0,0.0,15.0,0.0,0.0,20.0,0.0,17.0,0.0,5.0,0.0,10.0,0.0,15.0,,,,,
1294,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1295,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1296,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1297,7.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1298,15.0,0.0,13.0,0.0,0.0,15.0,0.0,13.0,20.0,20.0,4.0,13.0,8.0,16.0,,,,,
1299,20.0,0.0,0.0,0.0,0.0,18.0,0.0,14.0,4.0,12.0,17.0,2.0,15.0,9.0,,,,,
1300,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1301,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1302,1.0,0.0,19.0,0.0,0.0,0.0,6.0,17.0,0.0,14.0,0.0,0.0,0.0,0.0,,,,,
1303,8.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,20.0,17.0,20.0,17.0,2.0,5.0,,,,,
1304,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1305,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1306,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,
1307,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1308,19.0,0.0,0.0,7.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1309,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1310,17.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,,,,,
1311,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1312,15.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1314,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,1.0,5.0,17.0,16.0,3.0,,,,,
1315,3.0,0.0,0.0,3.0,0.0,0.0,8.0,16.0,0.0,10.0,19.0,13.0,19.0,1.0,,,,,
1316,6.0,0.0,0.0,12.0,15.0,0.0,0.0,16.0,0.0,4.0,0.0,12.0,11.0,19.0,,,,,
1317,14.0,15.0,8.0,13.0,9.0,0.0,0.0,19.0,7.0,18.0,6.0,2.0,20.0,1.0,,,,,
1318,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1319,13.0,0.0,0.0,16.0,0.0,0.0,0.0,18.0,0.0,16.0,0.0,2.0,0.0,11.0,,,,,
1320,20.0,0.0,0.0,20.0,0.0,0.0,0.0,18.0,0.0,7.0,0.0,1.0,10.0,18.0,,,,,
1321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,15.0,12.0,12.0,11.0,5.0,,,,,
1322,4.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,17.0,0.0,7.0,0.0,8.0,,,,,
1323,14.0,0.0,1.0,0.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1324,4.0,0.0,7.0,0.0,0.0,0.0,0.0,16.0,9.0,7.0,10.0,20.0,20.0,17.0,,,,,
1325,18.0,0.0,0.0,15.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,20.0,12.0,16.0,,,,,
1326,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1327,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1328,14.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1329,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1330,13.0,0.0,0.0,16.0,0.0,0.0,10.0,2.0,15.0,20.0,17.0,2.0,18.0,16.0,,,,,
1331,13.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1332,7.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1333,8.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0,0.0,15.0,0.0,9.0,6.0,3.0,,,,,
1334,18.0,0.0,2.0,0.0,2.0,1.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,
1335,17.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1336,18.0,0.0,0.0,19.0,0.0,0.0,18.0,8.0,9.0,3.0,7.0,8.0,19.0,1.0,,,,,
1337,6.0,3.0,0.0,15.0,0.0,6.0,0.0,14.0,17.0,10.0,3.0,1.0,9.0,1.0,,,,,
1338,10.0,0.0,0.0,18.0,0.0,0.0,0.0,9.0,9.0,6.0,20.0,8.0,20.0,10.0,,,,,
1339,16.0,0.0,11.0,0.0,14.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1340,17.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1341,12.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,0.0,,,,,
1342,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1343,14.0,0.0,0.0,16.0,6.0,0.0,0.0,1.0,0.0,20.0,11.0,14.0,13.0,18.0,,,,,
1344,16.0,0.0,6.0,0.0,0.0,8.0,0.0,19.0,0.0,3.0,15.0,9.0,19.0,7.0,,,,,
1345,16.0,0.0,0.0,0.0,20.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1346,10.0,15.0,0.0,0.0,4.0,16.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1347,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1348,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1349,3.0,0.0,0.0,0.0,18.0,0.0,0.0,20.0,0.0,20.0,0.0,14.0,0.0,8.0,,,,,
1350,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1351,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1352,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,8.0,0.0,11.0,,,,,
1353,18.0,0.0,0.0,7.0,0.0,0.0,0.0,15.0,0.0,8.0,0.0,6.0,0.0,16.0,,,,,
1354,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1355,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1356,2.0,0.0,8.0,13.0,0.0,10.0,0.0,20.0,4.0,12.0,14.0,12.0,20.0,15.0,,,,,
1357,4.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,,,,,
1358,11.0,0.0,0.0,11.0,0.0,5.0,0.0,17.0,0.0,10.0,0.0,7.0,0.0,0.0,,,,,
1359,7.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,0.0,19.0,0.0,0.0,0.0,0.0,,,,,
1360,6.0,0.0,0.0,19.0,0.0,0.0,0.0,8.0,0.0,19.0,0.0,0.0,0.0,0.0,,,,,
1361,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,7.0,0.0,19.0,,,,,
1362,6.0,0.0,0.0,5.0,13.0,11.0,0.0,8.0,13.0,7.0,15.0,20.0,12.0,11.0,,,,,
1363,9.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,,,,,
1364,9.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,3.0,17.0,1.0,13.0,5.0,,,,,
1365,17.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,5.0,16.0,6.0,12.0,11.0,7.0,,,,,
1366,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1367,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1368,6.0,0.0,2.0,0.0,11.0,20.0,0.0,12.0,0.0,8.0,0.0,15.0,0.0,8.0,,,,,
1369,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,16.0,18.0,15.0,9.0,1.0,,,,,
1370,15.0,0.0,3.0,13.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,1.0,0.0,0.0,,,,,
1371,15.0,0.0,20.0,0.0,18.0,20.0,0.0,16.0,14.0,14.0,20.0,12.0,10.0,10.0,,,,,
1372,17.0,0.0,5.0,8.0,0.0,5.0,0.0,4.0,0.0,5.0,0.0,11.0,0.0,0.0,,,,,
1373,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1374,7.0,0.0,9.0,18.0,0.0,0.0,0.0,9.0,11.0,20.0,5.0,15.0,8.0,8.0,,,,,
1375,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1376,2.0,0.0,0.0,14.0,0.0,13.0,0.0,20.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,
1377,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1378,11.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1379,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,19.0,0.0,0.0,,,,,
1380,1.0,0.0,0.0,0.0,19.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1381,4.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,0.0,9.0,0.0,1.0,0.0,0.0,,,,,
1382,6.0,0.0,0.0,0.0,13.0,0.0,0.0,9.0,0.0,20.0,0.0,7.0,0.0,0.0,,,,,
1383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1384,2.0,5.0,13.0,0.0,0.0,0.0,0.0,5.0,20.0,20.0,12.0,6.0,11.0,1.0,,,,,
1385,8.0,0.0,19.0,0.0,14.0,0.0,0.0,4.0,11.0,13.0,2.0,15.0,6.0,13.0,,,,,
1386,16.0,0.0,0.0,0.0,5.0,0.0,0.0,19.0,0.0,5.0,0.0,10.0,0.0,9.0,,,,,
1387,6.0,0.0,0.0,14.0,0.0,0.0,11.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,,
1388,19.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,10.0,8.0,19.0,15.0,,,,,
1389,18.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,4.0,19.0,10.0,2.0,19.0,5.0,,,,,
1390,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,15.0,9.0,11.0,,,,,
1391,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,5.0,2.0,16.0,10.0,19.0,,,,,
1392,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,20.0,0.0,0.0,,,,,
1393,19.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,14.0,16.0,4.0,19.0,,,,,
1394,5.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,,,,,
1395,2.0,0.0,0.0,7.0,0.0,0.0,0.0,18.0,20.0,8.0,5.0,7.0,13.0,6.0,,,,,
1396,1.0,0.0,11.0,0.0,6.0,17.0,0.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,
1397,14.0,0.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1398,12.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,0.0,9.0,0.0,10.0,0.0,0.0,,,,,
1399,7.0,0.0,0.0,15.0,0.0,0.0,0.0,8.0,0.0,8.0,2.0,4.0,1.0,18.0,,,,,
1400,20.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,7.0,15.0,15.0,17.0,11.0,1.0,,,,,
1401,2.0,0.0,0.0,0.0,0.0,12.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1402,19.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,14.0,3.0,1.0,14.0,,,,,
1403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1404,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1405,3.0,0.0,0.0,7.0,5.0,0.0,0.0,5.0,10.0,8.0,2.0,18.0,2.0,1.0,,,,,
1406,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1407,10.0,0.0,0.0,0.0,18.0,14.0,0.0,17.0,0.0,5.0,0.0,10.0,0.0,6.0,,,,,
1408,20.0,0.0,0.0,2.0,15.0,11.0,0.0,18.0,0.0,12.0,0.0,12.0,0.0,0.0,,,,,
1409,8.0,6.0,18.0,0.0,12.0,18.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,,,,,
1410,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1411,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1412,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1413,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1414,20.0,0.0,11.0,0.0,0.0,1.0,0.0,11.0,0.0,14.0,0.0,9.0,8.0,16.0,,,,,
1415,2.0,0.0,0.0,9.0,0.0,0.0,20.0,13.0,0.0,13.0,11.0,19.0,4.0,7.0,,,,,
1416,12.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1417,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1418,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1419,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1420,3.0,0.0,9.0,14.0,0.0,5.0,0.0,18.0,0.0,8.0,0.0,2.0,0.0,3.0,,,,,
1421,19.0,0.0,0.0,17.0,0.0,0.0,0.0,5.0,0.0,19.0,0.0,1.0,0.0,4.0,,,,,
1422,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1423,7.0,0.0,0.0,12.0,0.0,19.0,0.0,11.0,17.0,8.0,7.0,6.0,3.0,18.0,,,,,
1424,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,17.0,0.0,0.0,,,,,
1425,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1426,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1427,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1428,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,,,,,
1429,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,20.0,1.0,14.0,3.0,2.0,,,,,
1430,13.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,13.0,0.0,2.0,0.0,0.0,,,,,
1431,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1432,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1433,17.0,0.0,0.0,16.0,0.0,0.0,0.0,18.0,2.0,13.0,7.0,8.0,10.0,7.0,,,,,
1434,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,7.0,11.0,17.0,9.0,15.0,,,,,
1435,15.0,0.0,0.0,4.0,0.0,0.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1436,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1437,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1438,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1439,7.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,15.0,15.0,5.0,11.0,5.0,9.0,,,,,
1440,4.0,0.0,0.0,20.0,8.0,0.0,0.0,10.0,7.0,18.0,7.0,8.0,15.0,13.0,,,,,
1441,12.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,18.0,0.0,17.0,0.0,0.0,,,,,
1442,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
1443,17.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,13.0,2.0,19.0,5.0,5.0,10.0,,,,,
1444,18.0,0.0,0.0,0.0,0.0,15.0,0.0,9.0,4.0,1.0,17.0,1.0,18.0,2.0,,,,,
